date,open,close,high,low,volume,macd_dif,macd_dea,macd_bar,kdj_k,kdj_d,kdj_j,rsi6,rsi12,rsi24,wr1,wr2,bias6,bias12,bias24,boll_upper,boll_mid,boll_lower,psy,psyma,cci,atr,bbi,dmi_pdi,dmi_mdi,dmi_adx,dmi_adxr,taq_up,taq_mid,taq_down,ktn_upper,ktn_mid,ktn_lower,trix,trma,vr,cr,dpo,madpo,brar_ar,brar_br,dfma,dfmama,mtm,mtmma,mass,ma_mass,roc,maroc,ema12,ema50,obv,mfi,asi,asit,ma5,ma10,ma20,ma30,ma60,ema26,slopec5,slope10
2025-08-29 00:26:26.536115,51.816291014466664,51.672780862496346,52.04152252260638,51.12603675873573,5332456,0.842,0.723,0.237,58.27258292567525,65.16068838449523,44.49637200803531,51.497,74.259,87.081,56.451,85.525,-3.145,,,,,,,,,,,,,,,,,,54.73018662193562,51.787710196828385,48.84523377172115,0.2892552558853475,,,,,,,,,,,,,,,,52.28078563643935,50.81768145033524,995.9526,,,,53.32850907399552,52.70962051665813,,,,51.438790774330265,-0.8215410510255937,0.18242614994752107
2025-09-01 00:26:26.536115,50.58454289047393,50.496781109107005,50.90146434516649,50.335448023088325,3889835,0.637,0.706,-0.138,40.025738192130305,56.782371653706925,6.512471268977066,40.27,66.287,82.567,77.002,96.468,-4.464,-3.425,,,,,41.667,,,,,,,,,,,,54.65338883645009,51.67248997101495,48.6915911055798,0.2720441586626398,,,,,,,,,,,,,,,,52.00632340146514,50.80509712322826,606.9691,,,,52.50065389766125,52.67243335590648,,,,51.36901228061002,-0.9956222689684646,-0.06100536804242303
2025-09-02 00:26:26.536115,50.626057196221744,50.272226850407016,51.33051736027342,50.09387723732994,6082076,0.452,0.655,-0.407,27.91997913059056,47.16157414600147,-10.563210900231269,38.354,64.837,81.723,96.292,96.292,-3.562,-3.918,,,,,41.667,,,,,,,,,,,,54.34414156555134,51.567066210220204,48.78999085488907,0.24074703747662607,,,,,,,,,,0.4115630491561504,,,,0.8254263336659097,,51.739539316686965,50.78420024978429,-1.2385,,,,51.611998646142126,52.613746971852414,,,,51.2877689154098,-0.7768529153168843,-0.3128152338851001
2025-09-03 00:26:26.536115,51.871612745652115,52.21179250872273,52.217293916378914,51.785150208764904,6911125,0.456,0.615,-0.319,33.29273861595268,42.538628969318545,14.80095790922094,58.714,70.846,83.265,55.962,38.128,0.967,-0.424,,,,,41.667,,-3.8368339972857766,,,,,,,,,,54.43510742953044,51.61509916270293,48.795090895875425,0.21603814303820768,,,,,,,,,,1.3431397920992083,,,,2.6404076388291675,,51.81219365392324,50.84018425993874,689.874,57.87154127008791,,,51.41604523700876,52.65525261074399,,,,51.356215107507055,-0.18302587032652626,-0.3892074129194423
2025-09-04 00:26:26.536115,52.32461921065818,51.93209731476346,52.95551038031601,51.93209731476346,2737593,0.432,0.579,-0.294,34.93599127905187,40.00441640589632,24.799141025362957,55.54,68.991,82.221,61.778,46.299,0.835,-1.126,,,,,41.667,,-1.8307055065171205,,,31.70993413090657,24.48209750069782,,,,,,54.31765031197445,51.677778766567506,49.037907221160566,0.19408687640875433,,,,,,,,,,1.0730066238157718,,,,2.1097636808649316,,51.83064037097558,50.88300437973579,416.1147,59.585550024924544,,,51.31713572909931,52.5016012955439,,,,51.398873048785305,0.22336443041499485,-0.37442839017762836
2025-09-05 00:26:26.536115,51.46322508271507,51.66755707259879,51.95779709563725,50.71017538194615,5035757,0.387,0.54,-0.307,34.1979460937761,38.06892630185625,26.455985677615814,52.329,67.176,81.216,67.278,45.008,0.568,-1.609,,,,,33.333,,-54.42961604033527,,,28.66625798468184,30.361343505433993,,,,,,54.35691419343595,51.655626171344636,48.954338149253324,0.17260997756104351,,,,,,,,,,-0.1291790472082326,,,,-0.24939611428302844,,51.80555063276377,50.91377115200493,-87.461,50.48439859990379,,,51.3160909711198,52.322300022557656,,,,51.41877556906778,0.4001422391340044,-0.35599047763469394
2025-09-08 00:26:26.536115,50.70886158902695,51.363914086729764,51.363914086729764,50.42726870647553,2031669,0.323,0.497,-0.348,35.16617364374434,37.101342082485615,31.295836766261772,48.469,65.034,80.045,73.592,55.618,0.078,-1.86,,,,,25.0,37.5,-82.89764823736193,,,30.17127586426908,27.388461804266704,,,,,,54.25995223239617,51.598109294071655,48.936266355747144,0.1500091600202654,,,,,,,,,,-2.104696380034575,,,,-3.936321444790187,,51.737606548758535,50.93142381611178,-290.6279,53.05640027309032,,,51.48951756664435,51.9950857321528,,,,51.414711755561264,0.16391390365215117,-0.2540156095863554
2025-09-09 00:26:26.536115,50.712879476228025,50.87849802259331,51.17078286480451,50.41605188600047,3230696,0.23,0.444,-0.426,31.084706063467753,35.09579674281299,23.062524704777275,42.461,61.609,78.164,77.078,72.581,-0.991,-2.386,,,,,25.0,34.722,-86.13684663828202,,,25.230770947970697,28.603720271955552,,,,,,54.28144125561045,51.52417294141081,48.76690462721117,0.1241891386865329,,,,,,,,,,-2.5820717798678956,-0.33137295700659547,,,-4.829862063589571,-0.5733303282171296,51.605436006271574,50.929348294797336,-613.6975,45.10770751978673,,,51.61077180108161,51.61138522361186,,,,51.37499221978586,-0.32347722002925566,-0.13355923535415545
2025-09-10 00:26:26.536115,50.19723269259164,50.30145337025747,50.30616060003002,48.69165243310235,4408528,0.109,0.377,-0.535,33.30799172652001,34.499861737382,30.92425170479602,36.081,57.669,75.95,66.638,62.245,-2.123,-2.82,,,,,16.667,30.556,-125.1026507517039,,,18.867819491449833,37.366049599200416,,,,,,54.111233097962966,51.3567681026539,48.60230310734484,0.09354102490768008,,,,,,,,,,-4.334603620520824,-1.1224007352860912,,,-7.933595246912559,-2.0331672583135414,51.40482329303863,50.904724964423224,-1054.5503,40.8913047150308,,,51.22870397338856,51.32237460519865,,,,51.2954708235245,-0.40503469390175484,-0.09966510833375693
2025-09-11 00:26:26.536115,50.39191132580314,50.46826736206096,51.51904876583982,49.574513702059576,8848685,0.027,0.307,-0.56,36.094274955483506,35.0313328100825,38.220159246285505,39.248,58.506,76.154,58.333,58.333,-1.24,-1.826,,54.628,51.827,49.027,16.667,26.389,-73.78005241674799,,51.22145200927365,21.86785369076898,35.4738167420948,13.909590307979153,,54.90313942765223,51.79739593037729,48.69165243310235,54.15917681689431,51.27713399224116,48.39509116758801,0.06278777727696602,,,,,,,,,,-4.247235745941715,-2.054129991626245,,,-7.7623991459205195,-3.7669683891051555,51.26073776519591,50.887608980016864,-169.6818,47.18673425144499,,,50.93593798284806,51.12653685597369,51.82747283325364,,,51.234196493045715,-0.34610401375479355,-0.07263475953380004
2025-09-12 00:26:26.536115,51.8894533683115,51.84496250474399,52.67215490832795,50.9336060469579,1287679,0.071,0.26,-0.377,48.71431280577525,39.59232614198009,66.95828613336558,59.244,64.775,77.775,26.046,20.781,1.483,1.073,,54.578,51.927,49.275,25.0,23.611,12.606299433792962,1.501293784974698,51.2951097276281,23.018455996973444,34.15360759431019,15.011893232710449,,54.90313942765223,51.79739593037729,48.69165243310235,54.39123973824879,51.328541023457234,48.265842308665675,0.043461216376758864,0.15264931178024818,,113.60265214233627,,,,,,,-1.3465970496456166,-2.4573972705364766,,,-2.531599112578547,-4.540528854679069,51.35061849435716,50.925152255496364,-40.9139,39.82381729993927,,,50.971419069277104,51.14375502019845,51.926687768428295,,,51.27943841983818,0.05518661754960447,0.0029683611369968714
2025-09-15 00:26:26.536115,52.039959226351996,52.20198998491478,52.35052466254941,51.64787885533684,5392272,0.134,0.234,-0.201,59.91878593438444,46.367812739448205,87.02073232425691,63.031,66.219,78.177,17.672,11.812,2.004,1.806,,54.602,51.993,49.385,33.333,23.611,53.53683353593808,1.4791650434469026,51.48774222293727,22.73783106344161,33.77325403490156,17.787927882808706,,54.90313942765223,51.79739593037729,48.69165243310235,54.334612504267774,51.398851195915306,48.46308988756284,0.03464177304440094,0.15401333279405408,,109.18430727471082,,,,,,,-0.2246548693958701,-2.4733099075677494,,,-0.42851277250369074,-4.570381631049179,51.48159872367371,50.975224323316695,498.3133,40.583320807655085,,,51.1390342489141,51.31427590777923,51.99335463184285,,,51.34777557280682,0.4190493059129438,0.017558674230579732
2025-09-16 00:26:26.536115,51.88755504845066,52.40555357802152,52.40555357802152,51.691490972730925,8830741,0.198,0.227,-0.059,68.97982285862027,53.905149445838894,99.12916968418303,65.24,67.059,78.409,12.898,6.698,2.055,2.081,,54.632,52.071,49.51,41.667,26.389,71.84139691482814,1.4020802900382567,51.72718127073301,24.77064702401382,26.45262931768152,17.52942372446459,,54.90313942765223,51.79739593037729,48.69165243310235,54.30330476394443,51.47205895912254,48.64081315430065,0.034054023542431776,0.1547852685227217,,116.48472636306752,,,,,,,0.7327727155251722,-2.000398391641125,,,1.4181019548282376,-3.6779777311127746,51.623745624342604,51.031315666638456,1381.3874,51.81915534055304,,,51.44444535999975,51.52760858054067,52.07067777619655,,,51.42612949911902,0.5941923038381884,0.00761297363110316
2025-09-17 00:26:26.536115,51.9492593314302,52.12554154187289,52.12554154187289,51.02466943963313,9232379,0.223,0.226,-0.007,74.7424584116265,60.85091910110143,102.52553703267664,59.382,64.647,77.23,19.465,13.732,1.101,1.268,0.473,54.645,52.087,49.529,41.667,29.167,43.92079945785156,1.3846043715331735,51.840565580588844,23.053470800148155,29.78661739851979,18.608938910573315,,54.90313942765223,51.79739593037729,48.69165243310235,54.217756294174116,51.49934707486893,48.78093785556374,0.03637670965354714,0.1546899165257538,,91.93201785449678,,,,,,,1.628760432765887,-1.2985930228688278,,,3.2254737767278057,-2.3354217577265453,51.70094499627034,51.074226485275105,458.1495,46.736225111038294,,,51.80926299432283,51.5189834838557,52.08711804729984,,,51.47793779858227,0.3875139432901303,0.08583976067348158
2025-09-18 00:26:26.536115,51.14144169010419,50.960472127049805,51.18253263066252,50.960472127049805,7323068,0.147,0.21,-0.126,68.82774691001917,63.50986170407401,79.46351732190948,40.999,55.574,72.497,43.002,55.258,-1.369,-1.106,-1.86,54.482,51.962,49.441,41.667,33.333,-24.872160177194587,1.346653008641559,51.74755158798341,23.21556935826428,24.704368322764438,13.644217377364273,,54.90313942765223,51.79739593037729,48.69165243310235,54.20181568022363,51.45507519106434,48.708334701905045,0.03193375093474276,0.15259451799660748,,75.30774417683769,,,,,,,0.6882452766427889,-0.4614515400082257,,,1.369036781861229,-0.7849830862642474,51.587026093313334,51.06976553005058,-274.1573,45.54370017187174,,,51.9077039473206,51.42182096508433,51.96171113031411,,,51.439607008098385,-0.1845429198430268,0.08291642690822744
2025-09-19 00:26:26.536115,50.68472978455157,50.56068275509375,52.46920321306929,50.1204172786131,3839940,0.055,0.179,-0.249,61.5367088830125,62.85214409705351,58.90583845493049,36.363,52.8,70.941,53.045,82.746,-2.172,-1.619,-2.606,54.309,51.817,49.325,33.333,36.111,-28.132681088121025,1.417065338850907,51.52701628615643,28.400290764016283,19.57581003679948,12.755152784571827,13.332371546275489,54.90313942765223,51.79739593037729,48.69165243310235,54.383479561633266,51.41650622832095,48.44953289500863,0.020737102520194967,0.14781278934503725,90.13493372476752,75.97075121175226,,,87.94035201571242,,,,-1.6511097536289796,-0.02876387462276971,,,-3.162331102409744,-0.01830507901245156,51.42912711820263,51.04980149966012,-658.1513,50.63095111816875,,,51.65084799739054,51.31113353333383,51.816716777945736,,,51.37450150787582,-0.47276959106137445,0.05232765898545917
2025-09-22 00:26:26.536115,50.41884882289059,50.38007876486419,50.78114892942909,49.98837079137882,3308873,-0.033,0.137,-0.34,55.16361157318345,60.28929992243016,44.91223487469003,34.263,51.533,70.23,57.583,84.211,-2.059,-1.723,-2.916,53.807,51.604,49.401,33.333,37.5,-95.58696917768184,1.384828556505557,51.234990784630554,26.873386968311152,20.679110084345915,11.680090415072279,13.345991823891364,54.90313942765223,51.79739593037729,48.69165243310235,54.19556735096182,51.3180960632641,48.440624775566384,0.004815137745000516,0.13963058106365037,85.87576372505866,63.306476902289546,,,85.81651884105355,89.01793247365784,,,-1.5520185498992731,-0.06300079133171248,,,-2.9885535731253032,-0.09446415577024429,51.26773506384287,51.02353786300146,-989.0386,52.54832005626934,10.36858232889572,,51.28646575338043,51.21275000114726,51.603917866650036,,,51.30084056394903,-0.561580841309379,0.005061556992301909
2025-09-23 00:26:26.536115,50.12059315211742,50.11191888884344,50.838871091946835,50.096267013046365,2147977,-0.123,0.085,-0.416,42.55869169842494,54.37909718109509,18.91788073308463,31.067,49.604,69.156,64.319,95.02,-1.916,-1.998,-3.302,53.149,51.374,49.599,33.333,37.5,-86.94940936905702,1.3984219943828986,50.987237787542654,24.159454435155688,22.013023828262693,9.200229116380216,13.494078499594462,53.51691461339762,51.10428352324998,48.69165243310235,54.06222267275619,51.22580300942424,48.38938334609229,-0.014869271261490733,0.12774643973569183,72.87878524409574,63.573989568531665,,,90.35642729049226,84.30549259855968,,,-1.5556381837553488,-0.28483134372495894,,,-3.0108607255603363,-0.5248554812796852,51.08991719076604,50.987788099308986,-1203.8363,45.98397664347048,-7.235802851627852,,50.82773881554482,51.136092087772276,51.373738655692065,,,51.212772291718984,-0.4607638668244541,-0.07726724164301975
2025-09-24 00:26:26.536115,49.9127694918399,50.04432838446169,50.39922084049645,49.51963344311914,5276077,-0.197,0.028,-0.451,33.92034766409685,47.55951400876235,6.642014974765857,30.214,49.098,68.879,83.356,82.211,-1.288,-1.919,-3.166,52.873,51.216,49.56,33.333,36.111,-112.46584611869046,1.3323582550545716,50.778992115170304,20.356396915715255,25.301551088127333,10.458103067428967,13.993763395946779,53.51691461339762,51.10428352324998,48.69165243310235,53.68285908639075,51.10789106148153,48.53292303657231,-0.0360106440701352,0.11279562123333371,72.91581892803212,69.4423417013134,,,102.13956913947891,87.72087424152586,,,-1.3195857022680713,-0.6268910800238329,,,-2.5690910159998803,-1.1893876430843715,50.92905737441152,50.9507896791189,-1731.444,40.44919189259534,-8.323246457808525,,50.41149618406257,51.1103795891927,51.216377097195675,,,51.126220891181404,-0.22810513514265687,-0.19246057026398028
2025-09-25 00:26:26.536115,49.279971327691094,49.06094138136386,49.76176215532192,48.452909490090384,8649165,-0.332,-0.044,-0.576,27.65994147205178,40.926323163192166,1.1271780897710073,20.427,42.264,64.932,85.589,84.861,-2.243,-3.56,-4.731,52.855,51.048,49.241,33.333,34.722,-163.45370329171317,1.3465969039201446,50.461435269753295,19.984952879565295,24.01615902244429,9.86128702226741,14.235112966420363,52.95551038031601,50.704209935203195,48.452909490090384,53.42023394274172,50.91588915171428,48.41154436068685,-0.06352987758570733,0.09534592354119034,57.188714833936885,62.714291919198374,-2.766531451889776,,97.37342384148042,72.41280101555944,,,-1.8175566412294515,-1.2012772590230558,,,-3.5723472819939377,-2.3223578195379955,50.64165491394265,50.876677981167724,-2596.3605,38.66520237194232,-27.19693803540252,,50.03159003492539,50.969646991122985,51.04809192354834,51.54153088587676,,50.973237223787514,-0.33352331278622466,-0.3470555906816058
2025-09-26 00:26:26.536115,48.93440086079103,49.228182582103365,49.26557177238598,48.20235089580031,4887814,-0.42,-0.119,-0.602,26.453922328246975,36.10218955154377,7.157387881653378,25.361,43.718,65.285,75.958,75.958,-1.342,-3.061,-3.986,52.873,50.926,48.979,41.667,34.722,-142.97400990239467,1.3347275429706822,50.26269455989406,20.174550492625002,24.07068445293831,10.811107711687121,12.227662544525696,52.95551038031601,50.578930638058154,48.20235089580031,52.9999875229371,50.723776065845925,48.44756460875475,-0.09177971146066558,0.0762941751738897,61.69539099877125,66.69180016175572,-2.6985051863249296,,90.79445331917412,61.411903138666446,,,-1.0732707881541046,-1.4948632698225381,,,-2.1336774908947547,-2.906143531663993,50.42419763212122,50.81203110277305,-2107.5791,37.320011907498895,-50.31299899068969,,49.765090000327305,50.70796899885893,50.92586200952869,51.52044817857184,,50.8439739169961,-0.3354769873001214,-0.3836901908715826
2025-09-29 00:26:26.536115,48.89502626418181,48.84258808517348,49.27438472658892,48.72100528780377,5809246,-0.515,-0.198,-0.634,22.63758363034985,31.61398757781247,4.684775735424616,21.647,41.115,63.741,84.995,75.717,-1.55,-3.563,-4.281,52.987,50.843,48.7,33.333,34.722,-115.24130410382135,1.2955298729395388,50.03641652597237,20.658401099763193,24.529027270860663,9.173144658356732,10.96414872146428,52.95551038031601,50.578930638058154,48.20235089580031,52.80082154772871,50.55446336432302,48.30810518091733,-0.12111403483050895,0.056636265499232265,58.360530146882695,74.42807599666669,-3.1507665466693666,,92.76564260148345,57.75781237142393,,,-1.6256792768874817,-1.4906248570322884,,,-3.221190981701049,-2.9159535115458772,50.180873086436954,50.73479804325934,-2688.5037,43.29441356570097,-53.30054457247599,,49.457591864389165,50.37202880888479,50.84315235833201,51.452912690856834,,50.69572311463887,-0.33548074096982333,-0.38583684163858
2025-09-30 00:26:26.536115,48.53729228558933,48.32608655091658,49.188031908637136,48.32608655091658,9244321,-0.625,-0.283,-0.683,16.05836516540538,26.42878010701011,-4.6824647178040735,17.522,37.823,61.701,97.1,95.307,-1.914,-4.027,-4.916,53.146,50.746,48.346,25.0,33.333,-122.99803352177456,1.2767951346783928,49.79195894507224,22.273664356116342,18.60098268665846,8.499652185225669,10.089871300148975,52.95551038031601,50.578930638058154,48.20235089580031,52.64553507972268,50.369600345830996,48.093665611939315,-0.15251885834210638,0.03697297070829564,42.84908434450128,70.20273206607054,-3.7445912252799687,,100.42956858776215,51.4510140747972,,,-3.5188759538274113,-1.8184344243536448,,,-6.7873054272253,-3.5490788205625434,49.89552131174151,50.64033876904982,-3612.9358,40.94519739548448,-71.78143250614468,,49.1004253968038,49.9640821061743,50.74584534335749,51.36847921952247,,50.52019448028907,-0.36548369632806216,-0.3618653741307611
2025-10-01 00:26:26.536115,48.74337492409382,49.16876009233556,49.16876009233556,48.608613816096806,8483499,-0.636,-0.354,-0.565,18.255320121493757,23.704293445171327,7.357373474138619,39.931,45.577,63.68,77.351,56.01,0.116,-1.861,-2.998,52.988,50.594,48.199,25.0,31.944,-83.9246689839876,1.221675458450747,49.646478593103524,16.167076594674644,19.894663215652805,9.447645010245802,9.323937063313009,52.95551038031601,50.578930638058154,48.20235089580031,52.405744800432764,50.23745218593496,48.06915957143716,-0.17671504098363777,0.017335311507203365,47.167514162912575,62.608845599249044,-2.9183579549642786,,104.94686107173585,54.56595376363913,,,-3.0332298925792216,-2.064699709157624,,,-5.810563722677541,-4.015695986748743,49.78371189337137,50.582629801335536,-2764.5859,40.50302489387033,-58.0408531022335,,48.92531173837857,49.66840396122058,50.593693722538134,51.28088001860676,,50.42008822932955,-0.06864586092433801,-0.26114927917236164
2025-10-02 00:26:26.536115,48.5239158570753,48.575109993424086,48.705350092711925,47.92793515451594,5490759,-0.686,-0.42,-0.531,19.581058274525812,22.329881721622822,14.083411380331789,32.472,41.591,61.35,85.749,64.709,-0.597,-2.424,-3.925,52.891,50.426,47.961,16.667,29.167,-101.10069118252216,1.2325460520641005,49.44120806963532,9.464018268208333,25.756785028389938,15.352321254783794,12.90521216110638,52.67215490832795,50.300045031421945,47.92793515451594,52.2461669743288,50.062723255231695,47.87927953613459,-0.19862906625263543,-0.0023004856258661234,46.924617395179745,53.14695031391462,-3.3866011368900217,-3.11089225033639,104.84693219678473,57.07456602666369,,,-3.8304435845974325,-2.4831760228791837,,,-7.309232176881136,-4.805719513562287,49.597773139533324,50.50390353435862,-3313.6618,37.1591206193509,-41.479630797076744,,48.828145460790616,49.429867747858005,50.42584435647116,51.11776333616208,,50.28342317481803,-0.09799731701964841,-0.23464561787567678
2025-10-03 00:26:26.536115,48.66385803856935,48.76124971703002,48.86917926225333,46.785831842078274,5445034,-0.702,-0.477,-0.45,29.300430369461758,24.653397937569135,38.594495233246995,36.906,43.288,61.807,51.261,20.62,-0.114,-1.496,-3.419,52.778,50.281,47.783,25.0,27.778,-101.60110989878166,1.2743323373882987,49.358566259168704,8.660419408827726,30.59350586457924,23.13786901209967,16.49957801718354,52.67215490832795,49.72899337520311,46.785831842078274,52.009844066890565,49.879488050649684,47.7491320344088,-0.21577732691144585,-0.02171985084949059,53.81608000780914,55.9800085646505,-3.055467060915717,-3.159048185174047,90.73302917087564,54.804226081655884,,,-3.364291824842873,-2.7409652201480874,,,-6.454209827518643,-5.286029937816404,49.46907722837897,50.43556416897319,-2769.1584,30.9181808628517,-25.369110209336952,-33.26719751939007,48.734758887775946,49.24992444405163,50.28052898869273,50.96111933331437,,50.17066958535226,0.008634670622060575,-0.19572802513542628
2025-10-06 00:26:26.536115,48.22466016994552,48.41099038566016,48.584053052228086,48.05303900746853,6892156,-0.734,-0.528,-0.412,34.52562677437454,27.944140883170938,47.68859855678174,32.141,40.852,60.404,59.903,34.695,-0.554,-1.782,-3.965,52.705,50.133,47.561,25.0,25.0,-79.8026347578703,1.2477284545602103,49.17134335955163,8.324996329978251,30.604519889619365,31.20864299676178,21.00987535422445,52.67215490832795,49.72899337520311,46.785831842078274,51.847204177808926,49.7337616472658,47.620319116722676,-0.23070994866881273,-0.0407558062839445,52.929079712097995,62.641387674155936,-3.192927480989873,-3.2414519009515375,95.14673870667527,56.3430544308994,,,-2.5494817413896413,-2.9870003790206767,,,-5.002861305981459,-5.764227240330855,49.30629463719146,50.35616911864719,-3458.374,28.85156183360722,-11.395118336462003,-35.44356758592585,48.648439347873285,49.053015606131225,50.13288280363925,50.75361711314376,,50.040322977967655,-0.023770270581837696,-0.16614444329654549
2025-10-07 00:26:26.536115,48.44931121932248,48.50986437468493,48.82170402145403,48.09105079323608,2766795,-0.743,-0.571,-0.344,42.327936934783324,32.73873956704173,61.506331670266505,34.985,41.859,60.667,52.288,28.231,-0.237,-1.239,-3.473,52.656,50.014,47.373,33.333,25.0,-65.64380673369115,1.236868005934643,49.07970943319563,10.194858744324304,27.60652890108627,37.457845314827374,23.315494986592054,52.67215490832795,49.72899337520311,46.785831842078274,51.72485636473837,49.613804004331755,47.50275164392514,-0.2418578315292242,-0.05905815479473235,58.24716873256287,66.81093767586835,-2.863874281007135,-3.1936365233411657,94.79630638273349,61.243077005171706,,,-2.0508183804088205,-3.057856896274233,,,-4.056152466023039,-5.903387487717853,49.18376690449815,50.28376501104083,-3181.6945,34.80822648514436,7.734041776078299,-33.946583123155236,48.685194912626955,48.89281015471538,50.01445112124382,50.54676248869985,,49.92695567402079,-0.1481911043065219,-0.12517732192189346
2025-10-08 00:26:26.536115,48.1602974318296,48.11496617542989,48.49209814619782,46.876032938666604,2266761,-0.773,-0.612,-0.324,46.02193435156517,37.16647116188288,63.73286073092976,29.133,38.967,59.033,55.337,44.223,-0.978,-1.665,-3.955,52.668,49.905,47.142,33.333,26.389,-111.71809416459895,1.2092172982610112,48.94253485353512,9.89753497940851,33.96125426999903,45.104699335569904,26.802175760397787,52.67215490832795,49.72899337520311,46.785831842078274,51.70559994222211,49.44369877408728,47.181797605952454,-0.2520003373372168,-0.0763352229069772,60.80375643521974,69.5538591661427,-3.1014109217657833,-3.0864398060888014,87.34148319931745,53.793544529066374,,,-2.2651125894342954,-2.8488963355420474,,,-4.496048130464652,-5.521511271591078,49.01933602310303,50.19871407631099,-3408.3706,37.33759660769497,8.521720892533391,-32.26208638812104,48.47443612924582,48.69987393381219,49.905126761502444,50.37754270940118,,49.792734229680725,-0.1171672978333517,-0.09083729335437925
